5485	13734	1
2480	7223	1
17172	17173	1
9300	6894	1
8125	3881	1
5066	6914	1
4293	5581	1
5723	4006	1
9669	1835	1
6649	8899	1
4406	5533	1
13311	5678	1
5959	5532	1
1237	5678	1
6894	9300	1
5581	4293	1
5843	625	1
17175	16105	1
17173	17172	1
1619	5266	1
3085	6289	1
7622	9276	1
5248	17176	1
5490	6397	1
16847	2284	1
5047	6246	1
6346	6363	1
5893	2284	1
6316	12351	1
9105	2284	1
4586	5490	1
5797	2284	1
3263	3606	1
11372	6339	1
12665	7854	1
8125	7854	1
17177	17178	1
3881	7854	1
8312	1846	1
3568	7854	1
15755	9066	1
6198	12650	1
6187	8929	1
8854	3668	1
4432	6022	1
2650	6700	1
1381	8864	1
2907	3560	1
17179	5868	1
5843	12107	1
17180	1374	1
625	12107	1
2078	2417	1
2255	1062	1
16160	6059	1
16075	16074	1
9687	15908	1
4864	4863	1
1237	13476	1
11734	10938	1
17181	8224	1
16194	15520	1
15762	5382	1
6936	4218	1
8899	6649	1
15716	3171	1
7728	12314	1
14031	10478	1
3166	4735	1
1880	9736	1
1062	2255	1
2255	23	1
4722	5844	1
15520	16194	1
12314	7728	1
5804	5803	1
1656	3999	1
876	1584	1
5352	5352	1
5803	5804	1
5598	5424	1
7986	10283	1
10713	14585	1
3999	1656	1
11271	17090	1
906	1266	1
4431	4977	1
9605	5948	1
8243	5650	1
5280	4385	1
4978	14277	1
4977	4431	1
13737	14148	1
6887	6729	1
2669	2669	1
5797	3068	1
1838	906	1
14895	2913	1
13476	1237	1
2768	3874	1
14576	14144	1
2106	14321	1
11555	7104	1
4215	816	1
7983	11094	1
12923	15570	1
15181	162	1
7605	17154	1
16354	10074	1
8401	6977	1
5343	1967	1
5280	14931	1
5859	5942	1
8007	745	1
6935	8967	1
10861	5385	1
370	12338	1
3781	1710	1
2096	10837	1
4385	5280	1
2650	1982	1
5125	3978	1
7104	11555	1
6623	8255	1
17182	6129	1
17090	16078	1
5188	5351	1
17026	16544	1
123	16343	1
6908	6908	1
17101	17100	1
3881	8125	1
4084	2017	1
453	419	1
8696	2686	1
7717	8552	1
5251	847	1
13917	17183	1
5753	7267	1
408	974	1
10074	16354	1
1008	12217	1
408	13879	1
1693	222	1
6113	540	1
222	1693	1
17184	17184	1
4722	6971	1
14308	17174	1
6977	1900	1
12816	12624	1
10560	5932	1
14941	13767	1
6339	11372	1
13977	11372	1
3874	2768	1
17185	17185	1
13538	10938	1
5169	8959	1
3541	752	1
6977	13021	1
17186	4576	1
3747	4715	1
15985	10330	1
14678	2544	1
4724	8160	1
10889	2446	1
12671	6165	1
10801	1573	1
7634	6956	1
2493	1635	1
3591	7329	1
17178	12616	1
13428	2901	1
3059	9619	1
7728	4346	1
558	2593	1
16985	16985	1
11063	11063	1
10465	8347	1
5251	1757	1
13438	12006	1
14443	4346	1
5369	2706	1
375	15422	1
13878	5966	1
11068	3992	1
14546	15911	1
4475	2706	1
1573	10801	1
13851	3315	1
3111	8181	1
15428	6860	1
11689	6788	1
640	5690	1
13416	7891	1
9141	14597	1
5690	640	1
4006	5723	1
408	1782	1
5085	5735	1
6183	7308	1
16482	16482	1
7891	13416	1
9612	5735	1
1782	408	1
17187	16007	1
16544	17026	1
7634	17188	1
3989	8100	1
7449	8810	1
16557	15428	1
4939	15428	1
54	3773	1
5797	3450	1
6860	15428	1
7638	14467	1
7728	71	1
10889	3462	1
13659	15153	1
2721	3166	1
11767	16729	1
5251	110	1
10837	2096	1
17189	17148	1
4983	4561	1
5797	7484	1
7282	4274	1
7484	12632	1
16706	16705	1
16729	11767	1
604	8856	1
6165	12671	1
7308	6183	1
16503	9714	1
5735	9612	1
12344	5789	1
11416	10833	1
5789	12344	1
385	2578	1
15774	14314	1
1069	1031	1
5251	3176	1
12446	5334	1
15104	6609	1
2454	3822	1
906	1838	1
3824	3822	1
11565	14315	1
17190	1338	1
7521	8899	1
10889	7932	1
2454	3824	1
16416	7932	1
6297	8007	1
9117	6771	1
3822	3824	1
13851	1987	1
6039	5635	1
543	616	1
7728	3232	1
11434	15535	1
6977	5979	1
8899	7521	1
5979	6030	1
2962	1664	1
4863	4864	1
4511	13	1
17191	17191	1
573	526	1
634	752	1
16916	16916	1
9586	11513	1
6030	5979	1
850	540	1
13289	12773	1
5366	12779	1
4722	540	1
3738	3690	1
12173	2017	1
6346	8666	1
7728	5147	1
8451	8867	1
17181	7868	1
9273	5222	1
3741	15535	1
5047	5893	1
540	12383	1
17162	14535	1
5054	4523	1
5260	5261	1
6788	11676	1
5650	8243	1
16715	16715	1
16585	16387	1
3451	4951	1
11689	10896	1
2480	15618	1
3645	1273	1
7671	4951	1
3598	2007	1
4690	2390	1
15334	8547	1
13884	10649	1
2578	13493	1
4755	8141	1
408	3670	1
4869	6424	1
5222	9273	1
15452	12383	1
159	2712	1
5251	17192	1
3217	3217	1
12533	9860	1
8181	3111	1
1711	17193	1
14535	17162	1
17173	17173	1
14116	11321	1
8512	13687	1
6198	7544	1
2818	12197	1
2593	558	1
5251	7820	1
12989	2450	1
15569	7147	1
2132	15988	1
2858	4670	1
17194	7551	1
7207	985	1
6475	10157	1
4690	7083	1
9733	7083	1
14531	13581	1
2493	2590	1
16663	10157	1
3606	3263	1
6495	2719	1
5533	4406	1
3912	11649	1
3670	408	1
5825	6185	1
15153	13659	1
12383	540	1
16862	13834	1
17179	5849	1
10938	11734	1
5630	4392	1
15384	13834	1
2578	385	1
9325	14031	1
17195	4204	1
17196	9607	1
4840	13219	1
16769	17197	1
95	15686	1
11689	16892	1
13705	7308	1
1711	10754	1
1884	6193	1
14535	14754	1
4613	323	1
10157	16663	1
9271	16892	1
7786	11372	1
1835	9669	1
8092	9669	1
13687	8512	1
1206	7680	1
5520	9570	1
15819	17198	1
12197	2818	1
9001	7979	1
5251	10978	1
8120	3316	1
9714	16503	1
75	1161	1
5232	5233	1
11372	7786	1
4722	4585	1
1508	5233	1
11113	3177	1
17199	15668	1
9612	5085	1
529	901	1
6268	3298	1
3563	11051	1
2169	564	1
14825	13574	1
1134	5568	1
17200	17200	1
3730	8614	1
10623	8506	1
5797	3763	1
14277	4978	1
9669	8092	1
7267	5753	1
6127	12899	1
391	2547	1
11767	17201	1
5735	5085	1
5300	12395	1
2706	5369	1
5067	10340	1
11555	5503	1
17165	14198	1
1589	10340	1
17202	13023	1
13493	2578	1
6183	4755	1
4722	9207	1
13023	17202	1
15686	95	1
16055	2011	1
1338	17190	1
16209	5819	1
2297	7223	1
5797	2958	1
14277	15620	1
8139	12932	1
3105	4343	1
6977	8401	1
2540	2596	1
4204	17195	1
6113	8153	1
564	2169	1
4258	7372	1
2480	2297	1
10248	15263	1
11689	9248	1
7223	2297	1
2417	2078	1
905	5979	1
15428	4939	1
8977	2124	1
2817	2297	1
1620	5979	1
4409	3950	1
9251	4416	1
16953	12932	1
7916	4939	1
6977	12898	1
9248	12600	1
10889	4487	1
6049	4327	1
1900	6977	1
13021	6977	1
14356	6637	1
5979	6977	1
4250	3775	1
12898	6977	1
17121	7432	1
1660	11390	1
9251	13960	1
7680	10659	1
7521	10403	1
4755	6160	1
13573	10390	1
12773	13289	1
4344	4760	1
408	2694	1
8125	3568	1
2480	14263	1
14969	13392	1
17203	17203	1
3701	17109	1
408	8057	1
16387	6564	1
15593	15593	1
5536	5537	1
3781	896	1
17014	10410	1
10538	9618	1
11227	11227	1
1597	13567	1
9936	13493	1
12779	5366	1
